Country,State,Confirmed,Deaths,Recovered,Date
Germany,Texas,50819.0,2026.0,59530.0,2021-09-24
Russia,California,85416.0,572.0,53561.0,2022-03-02
India,Berlin,70035.0,2548.0,2499.0,2021-07-04
Germany,Moscow,,350.0,15349.0,2021-01-14
India,Moscow,45458.0,4577.0,53300.0,2020-10-03
Brazil,Florida,92556.0,3785.0,5945.0,2021-08-28
Mexico,London,9080.0,2306.0,18540.0,2021-03-06
India,Karnataka,89743.0,,64815.0,2020-04-24
Brazil,Texas,34957.0,1126.0,746.0,2021-11-18
United Kingdom,California,14908.0,1918.0,31653.0,2020-04-30
Brazil,California,97188.0,1427.0,5712.0,2021-06-08
Mexico,London,96880.0,4929.0,3839.0,2022-09-23
Spain,Florida,91570.0,1301.0,56738.0,2022-06-17
United Kingdom,Maharashtra,92324.0,3498.0,19894.0,2021-02-19
Italy,New York,79287.0,4737.0,54371.0,2020-06-11
United States,Florida,48482.0,3664.0,35107.0,2022-02-25
Brazil,Berlin,99375.0,,,2022-06-28
Brazil,Florida,39314.0,3334.0,4895.0,2021-11-18
India,London,75921.0,1990.0,15790.0,2022-09-08
Italy,London,84768.0,2949.0,65578.0,2020-12-02
Germany,Karnataka,16831.0,1339.0,4191.0,2021-01-13
Russia,Texas,21125.0,1243.0,7970.0,2020-11-19
France,Paris,,1763.0,4341.0,2020-06-21
Brazil,Moscow,46708.0,2810.0,63697.0,2022-09-26
Germany,London,18682.0,2943.0,56273.0,2022-02-25
Russia,Karnataka,83824.0,2769.0,18276.0,2020-03-04
France,New York,,2785.0,,2020-04-10
United States,Moscow,60372.0,3497.0,4800.0,2020-11-17
India,Maharashtra,,3860.0,3838.0,2022-09-01
Germany,California,54863.0,,63101.0,2020-03-06
India,New York,90941.0,900.0,,2022-04-22
France,Maharashtra,39737.0,2075.0,36782.0,2021-07-10
